Id,front_camera,resolution_width,mobile_weight,screen_width,talk_time,touch_screen,clock_speed,ram,bluetooth,battery_power,internal_memory,primary_camera,mobile_depth,dual_sim,resolution_height,wifi,4g,3g,n_cores,screen_height,price_range
770,2,1372,134,1,16,yes,1.2,817,yes,1254,27,10,0.2,no,1288,yes,yes,yes,2,14,very low
771,6,672,167,1,18,no,1.3,2304,yes,1841,14,8,0.6,yes,593,yes,no,no,8,7,medium
772,0,1484,80,11,16,no,0.9,2295,yes,1872,16,2,0.5,yes,286,yes,no,no,2,15,medium
773,6,642,133,17,10,no,1.6,593,yes,850,29,19,0.5,yes,404,yes,yes,yes,5,19,very low
774,0,1284,115,4,10,no,1.7,309,yes,1910,34,0,0.6,no,985,yes,no,no,2,8,very low
775,7,1723,172,8,5,yes,1.6,3392,yes,514,37,9,0.1,no,956,yes,yes,yes,1,12,high
776,8,699,150,11,2,no,1.6,2473,no,1624,28,10,0.4,yes,689,no,no,yes,2,16,medium
777,0,1560,128,8,13,yes,2.9,2377,yes,1151,31,1,0.6,yes,1022,no,no,no,8,18,medium
778,2,1032,109,1,3,no,2.5,2562,yes,1426,55,7,0.4,no,777,no,yes,yes,1,5,medium
779,19,742,110,2,8,no,1.4,879,yes,1290,35,20,0.3,yes,405,no,yes,yes,4,16,very low
780,4,1477,124,6,12,no,1.8,3771,no,1677,11,8,0.7,yes,271,no,no,yes,6,15,high
781,4,1261,132,1,16,no,2.5,1018,yes,1130,58,14,0.1,no,88,no,yes,yes,5,17,very low
782,7,1261,126,0,14,no,2.9,1339,no,1053,42,17,0.9,no,419,yes,no,no,6,17,very low
783,11,1983,200,7,15,yes,2,1930,yes,1880,35,14,0.1,no,930,no,no,no,4,17,medium
784,7,655,121,1,16,yes,2.6,3608,yes,1595,12,19,0.3,no,344,no,no,no,8,15,high
785,0,1758,160,5,4,yes,0.5,2268,yes,980,33,0,0.9,no,1008,no,yes,yes,6,7,medium
786,5,1245,111,0,12,no,1.2,2583,no,503,8,13,0.4,yes,201,no,yes,yes,3,11,low
787,3,1180,117,5,16,no,0.9,464,yes,1619,20,9,0.9,no,813,yes,no,yes,6,7,very low
788,9,681,170,3,10,no,2.3,2610,no,1742,43,12,0.4,yes,453,yes,yes,yes,7,12,medium
789,7,1123,144,11,19,no,2.3,3447,yes,1849,15,19,0.4,no,606,yes,yes,yes,5,14,high
790,0,899,117,3,20,yes,1.6,2856,yes,1656,16,2,1,yes,320,yes,no,yes,7,14,medium
791,9,1671,161,3,7,yes,0.5,2764,no,1786,58,10,0.7,no,231,yes,yes,yes,7,9,high
792,14,1654,173,7,19,yes,2.3,3499,no,948,22,20,0.1,no,257,yes,no,yes,5,11,high
793,1,1238,142,2,2,no,0.5,1184,yes,1648,17,3,0.9,no,1119,yes,yes,yes,2,6,low
794,9,1677,122,8,7,no,1.5,2787,no,730,9,15,0.7,no,1371,yes,no,yes,4,10,medium
795,11,675,150,4,3,no,0.5,2637,yes,1689,9,15,0.5,no,467,no,no,yes,5,8,medium
796,7,810,121,2,18,yes,0.9,3752,no,595,23,17,0.1,yes,441,no,yes,yes,3,10,high
797,10,1888,100,7,6,yes,1.5,2355,yes,1961,55,20,0.5,no,861,yes,no,yes,7,14,high
798,13,938,108,7,4,no,0.5,2419,no,706,31,19,0.1,no,543,yes,yes,yes,3,8,low
799,5,1879,111,5,19,no,1.9,2419,yes,1872,35,14,0.6,no,1546,no,no,no,3,15,high
800,4,583,193,17,14,no,2.3,448,yes,1835,11,13,0.1,no,385,no,yes,yes,7,18,very low
801,7,1378,181,6,4,yes,1.6,485,yes,713,2,9,0.4,no,1211,yes,yes,yes,8,10,very low
802,2,1196,159,8,8,yes,0.5,1875,yes,855,59,3,0.5,no,1028,yes,yes,yes,2,16,low
803,0,1873,127,9,15,yes,1,1019,no,541,10,0,0.4,no,1836,no,yes,yes,4,19,low
804,2,1406,177,6,12,no,1.1,1944,yes,814,41,10,0.8,yes,1092,no,no,yes,2,16,low
805,0,786,88,3,18,no,2.4,2863,yes,826,58,1,0.3,yes,179,yes,yes,yes,4,9,medium
806,0,709,110,5,13,yes,1.4,1974,no,748,25,14,1,no,88,yes,no,no,7,17,low
807,8,1932,185,10,19,yes,2.3,3339,yes,1646,41,10,0.2,no,1725,no,yes,yes,2,18,high
808,2,1421,149,0,2,no,0.5,2608,yes,920,46,3,0.8,no,1058,yes,no,no,3,6,medium
809,2,1495,100,7,5,yes,0.9,808,yes,914,4,12,0.8,no,191,no,no,yes,2,11,very low
810,0,760,101,2,8,yes,2.9,1446,no,726,43,0,0.1,no,666,no,no,yes,8,17,very low
811,0,588,108,4,2,no,1.3,2335,yes,1280,39,1,1,no,356,yes,yes,yes,7,6,low
812,2,1163,84,9,16,no,0.8,1356,yes,1426,42,10,0.6,no,715,yes,yes,yes,3,15,low
813,10,891,132,4,8,yes,2.3,880,no,1355,23,16,0.2,no,651,no,yes,yes,5,19,very low
814,5,1028,175,16,12,no,2.9,2201,no,1208,16,19,1,no,691,no,yes,yes,1,17,low
815,2,1385,114,5,17,yes,2.5,878,yes,1558,32,3,0.1,no,322,yes,yes,yes,5,16,very low
816,3,790,158,9,4,no,1.6,3208,no,1494,45,4,0.8,no,449,no,yes,yes,5,11,high
817,10,939,117,8,12,yes,2.7,1641,yes,1125,23,14,0.4,no,774,no,no,yes,1,14,low
818,6,542,154,0,11,yes,1.5,425,no,1317,12,9,0.1,no,431,yes,no,yes,2,7,very low
819,1,1381,194,9,6,no,2,827,no,880,50,3,0.5,yes,1116,yes,yes,yes,7,15,very low
820,0,1983,198,0,19,no,2.8,3702,no,1356,29,0,0.5,no,1612,no,no,no,6,17,high
821,3,846,112,4,15,yes,0.5,3623,yes,730,27,10,0.1,yes,62,no,yes,yes,5,9,medium
822,0,530,135,3,7,no,0.5,323,no,826,57,0,0.5,yes,354,yes,yes,yes,2,17,very low
823,1,1527,145,10,10,yes,0.5,2302,yes,714,30,2,0.3,no,643,yes,no,no,4,12,low
824,6,1090,121,1,14,no,1.7,3259,yes,1470,45,9,0.1,yes,777,yes,no,yes,1,10,high
825,2,1251,164,9,9,no,2.7,3371,no,1403,26,3,0.1,no,461,yes,yes,yes,5,13,high
826,6,1876,170,1,6,yes,0.7,610,no,1648,64,9,0.8,no,1153,no,yes,yes,4,8,low
827,2,605,179,9,3,no,1.4,3902,yes,1848,42,10,0.7,yes,154,yes,yes,yes,2,11,high
828,11,831,178,12,15,no,2.4,764,yes,1165,41,12,0.2,no,564,no,no,yes,6,19,very low
829,0,754,155,2,12,no,2.8,2768,no,1163,49,0,0.6,yes,520,yes,no,no,2,19,medium
830,10,1159,170,7,10,yes,0.5,2351,yes,569,4,19,0.8,yes,351,no,yes,yes,3,8,low
831,0,1838,85,10,9,no,0.8,3881,yes,1595,44,20,0.7,yes,1024,yes,yes,yes,4,14,high
832,0,1958,112,7,20,no,0.5,1179,no,1886,24,1,0.4,no,809,yes,yes,yes,3,16,low
833,0,1016,105,12,19,no,1.4,1301,no,1310,33,14,0.4,no,806,yes,no,no,1,13,low
834,0,1391,175,8,11,no,2,3835,no,839,14,3,0.4,yes,564,no,no,yes,7,15,high
835,0,1509,126,5,13,yes,0.5,3760,no,1662,61,13,0.8,no,32,yes,yes,yes,4,9,high
836,9,1542,119,4,16,no,0.6,1287,no,1905,36,20,0.4,yes,825,no,yes,yes,3,13,low
837,2,735,130,10,8,yes,2.9,3798,yes,1276,53,3,0.3,yes,217,yes,no,yes,2,19,high
838,6,1131,94,2,19,yes,0.9,2362,yes,1747,48,19,0.7,no,947,no,yes,yes,3,17,medium
839,14,1171,178,4,19,no,0.5,3991,no,1035,49,15,0.3,yes,574,no,yes,yes,2,12,high
840,9,1350,182,10,9,yes,1,3894,no,823,18,16,0.2,yes,1180,no,yes,yes,5,13,high
841,0,1963,184,10,3,yes,2.8,1402,no,1122,28,4,0.6,no,1578,no,no,no,3,14,low
842,0,1591,90,9,14,no,0.5,348,yes,1261,11,0,0.2,yes,858,yes,yes,yes,4,14,very low
843,0,1965,187,10,16,yes,2.6,2032,yes,1965,39,3,0.2,yes,915,yes,no,yes,4,11,medium
844,5,938,129,8,5,yes,2.3,2049,yes,936,57,6,0.2,no,657,no,yes,yes,2,12,low
845,5,1156,144,2,5,no,0.5,2674,yes,1328,27,18,0.3,no,602,yes,yes,yes,3,7,medium
846,10,1088,89,6,3,no,2.1,3952,yes,1408,45,14,0.9,yes,613,yes,no,no,5,8,high
847,1,703,158,6,6,yes,0.6,2156,no,565,50,8,0.1,yes,543,yes,no,yes,2,13,low
848,16,683,84,3,9,no,1.3,1604,no,1191,26,20,0.8,yes,681,yes,yes,yes,1,14,low
849,9,559,173,10,12,no,2.4,1974,yes,652,17,11,0.7,yes,77,no,yes,yes,5,12,very low
850,2,739,184,6,7,no,0.6,2811,no,569,39,9,0.1,yes,389,yes,no,yes,8,7,low
851,0,1050,107,8,19,no,1.7,1900,yes,972,54,4,0.7,no,681,yes,yes,yes,3,16,low
852,1,636,160,9,6,yes,1,2110,no,881,64,6,0.5,no,115,yes,no,yes,3,18,low
853,4,1983,191,2,15,yes,0.7,1112,no,1753,40,11,0.6,no,1652,yes,no,yes,4,8,low
854,11,1250,81,0,19,yes,2.8,1812,no,1823,10,19,0.6,yes,362,yes,no,yes,8,5,medium
855,0,1383,85,1,11,yes,1.3,3571,yes,1496,6,9,0.5,yes,549,yes,yes,yes,3,16,high
856,12,1138,187,3,3,no,1.4,3475,no,1138,44,17,0.2,no,111,no,yes,yes,8,19,high
857,15,736,155,9,10,yes,1.7,3328,yes,959,13,16,0.4,no,87,yes,no,yes,4,10,medium
858,8,984,165,4,15,yes,1.4,2505,no,596,46,18,0.6,no,953,no,no,yes,1,15,low
859,0,1109,143,8,15,yes,0.5,1214,no,1290,3,4,0.1,no,600,yes,no,no,6,9,low
860,0,1051,163,7,6,yes,0.5,1913,yes,1929,19,2,1,yes,349,no,yes,yes,6,12,low
861,6,1076,133,0,19,no,1.9,1568,yes,1163,2,20,0.9,no,919,no,no,yes,5,14,low
862,0,946,183,1,6,yes,2.5,2986,no,893,55,1,0.6,yes,417,yes,no,no,2,7,medium
863,1,1577,191,7,14,yes,1.5,3315,no,1184,48,6,0.6,yes,519,yes,yes,yes,1,17,high
864,5,565,180,4,13,yes,0.6,354,no,581,56,10,0.2,no,523,yes,yes,yes,2,10,very low
865,0,745,194,0,13,no,2.7,1503,yes,686,36,1,0.1,yes,64,no,no,no,4,10,very low
866,9,724,80,12,7,yes,1,1424,yes,618,13,15,0.1,no,591,no,yes,yes,4,15,very low
867,9,1945,196,3,15,yes,0.5,2248,yes,761,3,15,0.8,no,1325,yes,no,yes,7,19,medium
868,16,1442,123,16,9,no,2.8,2690,no,1557,2,20,0.1,yes,1107,yes,no,no,5,18,high
869,9,1977,107,4,9,yes,2.3,3458,no,862,6,14,0.1,no,829,yes,yes,yes,8,9,high
870,2,1226,138,16,3,no,1.9,2458,no,1578,37,19,0.1,yes,411,yes,yes,yes,4,19,medium
871,1,1791,164,5,3,no,1.1,3587,yes,1723,42,14,1,yes,202,no,no,yes,8,10,high
872,2,1968,134,5,15,no,0.5,3726,yes,1807,61,6,0.1,yes,1734,no,yes,yes,6,8,high
873,2,1515,88,0,9,yes,2.5,545,yes,1659,41,18,0.1,no,787,yes,no,no,7,12,very low
874,1,1909,199,3,4,no,0.5,3233,no,1520,24,8,0.7,no,109,yes,yes,yes,5,13,high
875,10,591,133,9,11,no,0.5,1052,no,1251,29,16,0.7,yes,308,no,yes,yes,6,11,very low
876,1,1203,139,6,6,yes,2.8,1369,no,1918,22,5,0.3,no,381,yes,no,no,1,9,low
877,10,1721,89,5,4,yes,2.8,872,no,1327,23,16,0.5,no,441,yes,no,yes,7,7,very low
878,9,1754,117,1,5,no,0.6,2574,yes,966,50,10,0.2,no,1446,yes,yes,yes,4,10,medium
879,9,1717,141,5,16,yes,0.9,2189,no,602,50,18,0.9,no,1571,no,no,no,8,7,medium
880,1,1487,179,2,18,yes,0.5,3282,yes,612,20,6,0.8,yes,1145,yes,yes,yes,8,16,high
881,11,1122,114,3,11,no,0.8,2009,no,1008,61,15,1,no,1077,no,no,yes,3,10,low
882,0,519,128,6,11,yes,1.7,3487,no,614,58,2,0.2,yes,22,yes,yes,yes,7,15,medium
883,3,969,134,4,20,yes,3,1457,no,1484,12,5,0.6,no,916,no,no,yes,3,14,low
884,3,721,174,6,16,no,1.7,2324,yes,1809,59,4,0.1,no,639,yes,yes,yes,3,10,medium
885,3,638,141,0,12,yes,1.2,3709,no,1038,43,5,0.7,no,4,yes,no,yes,1,11,high
886,3,867,169,11,15,no,1.8,2246,yes,1438,16,7,0.6,no,859,no,no,no,8,14,medium
887,0,1898,196,4,13,no,1.3,1036,yes,654,52,4,0.7,no,1715,no,yes,yes,4,17,low
888,0,836,174,1,20,no,0.5,1099,yes,1445,53,14,0.7,no,386,no,no,yes,7,17,very low
889,0,1123,94,10,9,no,0.9,928,no,713,42,14,0.1,yes,1048,yes,no,no,1,12,very low
890,2,1059,149,5,18,no,0.5,2973,yes,635,42,4,0.4,yes,300,yes,no,no,3,12,medium
891,2,1152,125,2,11,no,0.5,2889,no,854,30,5,0.5,no,518,yes,no,no,8,5,medium
892,16,1663,80,11,16,yes,0.5,1053,no,1424,23,18,0.6,yes,1399,yes,yes,yes,4,14,low
893,2,660,198,4,3,no,1.7,3006,no,880,6,19,0.6,no,632,no,no,yes,4,6,medium
894,9,1582,135,0,11,no,1.1,1434,yes,1128,46,10,0.9,no,751,no,yes,yes,8,5,low
895,0,926,119,7,2,yes,2.4,2101,yes,1036,39,3,0.2,no,373,no,no,no,7,10,low
896,8,1345,197,16,16,no,0.8,1247,no,1708,14,16,0.9,no,263,no,yes,yes,4,19,low
897,4,997,170,4,10,yes,1.5,3488,yes,1733,6,15,0.9,yes,590,yes,yes,yes,1,6,high
898,5,1870,163,11,20,yes,2.7,953,yes,1205,10,10,0.1,no,321,yes,no,no,6,18,very low
899,0,1809,194,18,3,yes,1,820,yes,1940,5,1,0.2,yes,588,yes,yes,yes,4,19,low
900,1,500,92,2,15,yes,2.1,797,yes,1380,4,13,0.8,yes,420,no,yes,yes,3,13,very low
901,10,1418,169,14,15,yes,1.8,3533,no,1793,12,17,0.5,yes,1086,yes,no,yes,6,16,high
902,2,909,158,1,8,no,1.8,641,no,969,44,7,0.6,yes,167,yes,yes,yes,3,9,very low
903,1,809,169,10,16,no,2.9,1257,no,1232,24,17,0.3,yes,361,no,yes,yes,5,16,very low
904,1,1249,109,4,15,no,2.8,1037,yes,1220,54,20,0.7,no,383,no,no,yes,7,6,very low
905,5,1876,161,5,14,no,1.7,3869,yes,1366,53,9,0.2,yes,647,yes,yes,yes,5,17,high
906,1,708,157,8,6,no,2.3,3684,no,1322,35,3,0.1,yes,443,no,yes,yes,1,15,high
907,0,1947,178,0,8,no,0.8,2832,no,518,3,1,0.1,yes,437,yes,no,yes,7,5,medium
908,2,1381,150,7,13,yes,1.4,3834,no,1831,43,5,0.9,yes,611,yes,no,yes,5,17,high
909,8,764,117,2,19,yes,0.8,3066,yes,598,62,9,0.1,yes,118,no,yes,yes,8,11,medium
910,0,1763,80,1,9,yes,2.1,1743,no,930,54,13,0.9,yes,1569,no,no,no,1,7,medium
911,10,877,155,10,15,yes,0.5,940,no,1902,13,11,0.2,no,766,no,no,yes,4,14,low
912,1,1262,192,8,18,yes,0.6,456,no,1110,42,2,0.9,no,1179,no,no,yes,5,12,very low
913,16,1249,160,4,15,no,1.3,1326,no,725,60,17,0.4,yes,1134,no,no,yes,8,10,low
914,13,1331,172,1,7,yes,0.5,364,no,899,57,18,0.9,yes,788,no,yes,yes,2,11,very low
915,3,678,117,3,3,yes,2.8,2948,yes,1615,9,13,0.9,no,542,no,no,yes,1,8,medium
916,3,898,151,5,10,yes,0.5,1545,yes,1905,6,5,0.5,no,849,no,yes,yes,1,9,low
917,11,570,159,4,17,no,0.5,1028,no,919,13,15,0.3,yes,275,no,no,yes,1,8,very low
918,6,1951,110,2,3,no,0.6,1647,no,798,21,12,0.5,yes,661,no,yes,yes,2,12,low
919,0,1916,129,6,11,no,0.5,820,no,829,56,1,0.6,no,91,yes,no,yes,7,12,very low
920,9,751,200,4,19,no,1.6,1417,yes,958,60,12,0.4,no,730,yes,yes,yes,1,10,very low
921,2,1611,160,6,12,yes,2.4,2050,yes,1126,10,3,0.4,no,1223,yes,yes,yes,6,7,medium
922,0,1659,95,10,4,no,0.5,316,no,743,33,1,0.3,yes,1587,no,yes,yes,2,19,very low
923,3,1796,198,1,14,no,2.4,2597,yes,1657,42,16,0.1,no,1770,no,no,yes,5,18,high
924,3,1411,106,4,8,no,2.4,2488,yes,1436,23,4,0.3,yes,189,no,yes,yes,5,8,medium
925,2,1010,163,14,3,yes,0.5,343,yes,555,17,12,0.2,yes,956,yes,no,no,5,19,very low
926,12,932,147,12,15,no,0.9,1790,no,1439,20,17,0.8,no,626,yes,yes,yes,1,19,low
927,12,882,99,2,6,no,0.8,1141,yes,1478,48,17,0.7,yes,694,yes,no,no,5,5,low
928,0,1968,156,4,8,yes,0.7,604,yes,603,64,0,0.2,yes,1842,yes,yes,yes,6,10,very low
929,0,1432,105,3,7,yes,1,2967,no,1577,64,7,0.1,yes,116,yes,yes,yes,3,7,high
930,10,1239,86,11,3,yes,2.4,1075,no,831,55,12,0.5,no,172,no,no,yes,6,12,very low
931,1,966,182,4,16,no,2.3,3601,no,1542,43,11,0.8,no,346,no,no,no,2,14,high
932,4,1291,85,4,6,no,2,3469,no,815,51,12,0.3,yes,982,yes,no,yes,6,5,high
933,18,1144,100,4,18,yes,0.5,593,no,1448,2,19,0.2,yes,846,yes,no,yes,5,9,very low
934,9,660,86,10,18,no,0.6,1853,no,1412,57,10,0.2,no,2,yes,no,no,3,15,low
935,18,1727,151,2,18,no,1.2,1115,no,1957,36,19,0.8,yes,1194,yes,yes,yes,2,16,low
936,5,994,160,3,14,no,2.1,796,no,1698,18,20,0.9,no,363,yes,yes,yes,6,13,very low
937,0,1814,97,6,7,no,0.8,1069,no,1807,38,0,0.2,yes,1332,no,yes,yes,8,7,low
938,2,823,100,8,8,no,0.7,3481,yes,1800,8,6,0.4,no,400,yes,yes,yes,7,10,high
939,6,867,186,1,9,yes,0.5,1343,yes,513,44,12,0.1,no,619,no,yes,yes,4,5,very low
940,5,1049,163,5,17,yes,2.9,2048,yes,1127,57,13,0.8,yes,928,yes,yes,yes,1,11,low
941,7,1584,118,3,8,no,1,2727,yes,869,57,15,0.6,no,1243,no,yes,yes,1,13,medium
942,7,819,185,8,7,yes,2.1,3619,no,1884,43,18,0.8,yes,451,yes,yes,yes,1,14,high
943,0,1890,106,4,19,yes,0.5,668,yes,794,2,14,0.8,yes,1222,no,yes,yes,6,13,very low
944,5,1743,195,2,16,no,2.5,2612,no,1589,51,18,0.8,no,810,no,yes,yes,1,8,medium
945,8,1383,111,2,15,no,0.8,3672,no,1569,59,16,0.9,yes,1261,yes,no,yes,3,15,high
946,0,1552,128,1,17,no,2.3,1480,no,1770,7,6,0.8,yes,886,no,no,yes,7,6,low
947,4,1496,147,18,16,no,2.7,545,no,904,19,7,0.6,yes,1094,no,no,no,6,19,very low
948,4,1473,130,1,15,no,1,2632,no,1215,16,8,0.1,no,454,yes,no,no,4,7,medium
949,13,932,198,6,13,yes,2.3,893,yes,1189,8,14,0.5,no,379,no,no,yes,3,9,very low
950,0,951,131,2,17,yes,0.5,3451,yes,1356,35,19,0.8,yes,782,yes,no,yes,1,5,high
951,0,1666,159,9,10,no,2.6,2107,yes,1539,41,0,0.1,no,1112,yes,no,yes,8,15,medium
952,4,1997,91,7,4,no,1.9,2991,no,648,8,19,1,yes,819,yes,no,no,5,8,medium
953,2,1960,99,5,12,yes,0.6,3506,no,1035,44,3,0.5,yes,236,no,yes,yes,3,14,high
954,7,1899,152,16,14,yes,2.3,2638,no,1221,35,19,0.4,no,765,yes,yes,yes,7,19,medium
955,0,516,155,2,9,yes,2.8,2197,yes,1284,10,14,0.9,yes,160,yes,no,no,2,16,low
956,9,915,87,10,3,no,1.6,3563,no,1883,24,16,0.1,no,203,no,no,no,1,17,high
957,7,1237,169,3,10,yes,0.8,3461,yes,1572,8,8,0.8,yes,577,yes,yes,yes,5,6,high
958,5,1353,160,3,19,yes,0.5,1905,yes,1830,14,6,0.8,no,773,yes,no,yes,6,16,medium
959,1,970,103,0,4,no,0.8,1507,no,592,52,10,0.9,yes,332,yes,no,no,7,5,very low
960,0,1596,136,9,16,yes,2,1973,yes,709,35,0,0.1,yes,1545,yes,no,no,1,12,low
961,0,1125,122,3,5,yes,2.3,2547,no,1187,21,6,0.2,no,215,no,yes,yes,6,10,medium
962,6,1567,107,11,6,no,0.7,2423,no,1225,60,15,0.1,yes,10,no,no,yes,2,17,medium
963,9,652,135,12,6,no,1.3,3260,no,877,46,14,0.8,yes,457,no,yes,yes,1,14,medium
964,2,593,80,3,14,yes,1.6,1824,yes,1982,12,20,0.2,no,287,yes,yes,yes,5,13,low
965,4,558,198,10,15,no,0.5,1018,yes,816,14,13,0.9,no,149,no,no,yes,3,17,very low
966,2,1979,104,5,3,yes,2.9,387,no,1783,42,8,0.7,yes,1081,no,no,no,6,14,low
967,0,1983,123,8,13,no,2.6,2248,yes,846,58,15,0.1,no,1140,no,yes,yes,4,16,medium
968,8,1203,82,7,2,yes,0.5,3210,no,685,13,15,0.8,yes,1091,yes,yes,yes,7,15,high
969,4,1190,101,12,9,no,1.6,3614,no,1494,24,17,0.2,yes,979,no,yes,yes,1,15,high
970,0,1673,82,2,8,no,2.1,3284,yes,1152,26,0,0.3,yes,1304,yes,yes,yes,2,15,high
971,0,1698,95,0,18,no,0.5,1687,no,1266,5,9,0.1,no,1365,no,yes,yes,6,11,medium
972,4,1048,128,2,5,yes,0.5,707,yes,1721,33,5,0.5,yes,871,yes,yes,yes,4,19,very low
973,15,772,114,3,4,no,2,2756,no,1349,62,16,0.3,yes,592,no,no,yes,5,11,medium
974,0,1866,99,2,10,yes,2.9,2915,no,825,34,17,0.8,yes,1471,no,no,yes,8,8,high
975,5,679,102,1,2,yes,0.8,2293,yes,1015,12,14,0.5,no,335,no,no,no,3,5,low
976,11,1942,91,2,6,no,0.5,2712,yes,1875,55,17,0.7,yes,1802,yes,yes,yes,1,7,high
977,5,1456,181,7,18,no,0.5,3038,yes,1451,57,12,0.6,no,812,yes,yes,yes,8,15,high
978,1,1478,182,5,13,no,1.7,824,yes,1462,25,18,0.2,yes,91,yes,no,yes,7,15,very low
979,0,1167,191,12,12,yes,1.2,577,yes,1498,14,1,0.1,yes,111,no,yes,yes,4,14,very low
980,6,877,114,9,16,yes,2.2,2715,yes,1072,19,16,0.4,yes,380,no,no,no,8,15,medium
981,3,794,182,2,6,yes,0.7,1321,no,912,47,6,0.9,no,724,yes,no,no,3,7,very low
982,4,819,157,5,10,yes,0.9,3433,yes,757,64,5,0.5,yes,114,no,no,yes,7,6,medium
983,14,1636,174,3,17,no,0.5,3077,yes,501,22,20,0.5,yes,239,no,no,no,6,17,medium
984,2,1917,111,10,14,no,0.5,3663,yes,570,9,5,0.3,yes,1331,no,no,no,7,14,high
985,4,881,119,7,11,no,1.1,1308,yes,1732,12,9,0.8,no,824,yes,yes,yes,8,16,low
986,3,632,182,3,9,no,0.5,1711,yes,1217,17,13,0.5,no,628,yes,no,yes,4,7,low
987,12,662,177,4,9,no,0.8,417,no,538,2,13,0.8,no,235,yes,yes,yes,7,8,very low
988,4,1011,199,2,6,no,0.5,3078,no,1611,27,10,0.9,yes,163,yes,yes,yes,1,15,medium
989,0,647,113,3,8,yes,0.7,3518,no,1253,34,10,0.9,no,161,yes,yes,yes,4,7,high
990,0,596,101,3,17,no,1.3,2511,yes,1178,49,0,0.6,no,579,no,no,no,5,6,medium
991,3,1638,192,16,10,no,2.7,2870,yes,899,53,11,0.3,no,641,yes,yes,yes,4,19,medium
992,1,1413,199,0,3,yes,1.7,1229,no,1104,60,13,0.4,no,653,yes,yes,yes,2,6,very low
993,10,1565,175,1,20,yes,0.9,473,yes,1394,62,13,0.3,yes,1010,no,yes,yes,5,11,very low
994,4,568,98,7,8,yes,2.5,2700,yes,1811,5,16,0.6,no,447,yes,yes,yes,4,13,medium
995,6,1914,161,5,9,no,2.1,1725,no,1097,64,8,0.2,yes,419,yes,no,yes,3,14,low
996,5,571,135,2,3,no,2.8,816,no,1948,18,14,0.2,yes,477,no,yes,yes,2,16,very low
997,0,1150,111,5,17,yes,1.7,3285,yes,1086,43,1,0.2,yes,56,no,yes,yes,6,11,medium
998,4,1073,182,10,5,no,0.5,780,yes,1686,28,8,0.8,yes,599,no,no,no,5,11,very low
999,4,1524,81,3,18,yes,0.5,1905,yes,609,10,6,0.1,no,113,yes,yes,yes,6,16,low
1000,6,1005,192,1,14,yes,1.1,885,no,1607,20,8,1,yes,776,no,yes,yes,2,11,very low
1001,2,1517,119,3,14,no,0.5,2981,no,553,23,3,0.5,yes,993,no,yes,yes,3,7,medium
1002,9,912,182,5,20,yes,2.9,931,yes,1268,42,17,0.9,no,360,no,yes,yes,6,11,very low
1003,6,1933,136,1,3,no,2.6,2470,yes,1976,45,19,1,yes,652,no,no,no,4,11,high
1004,1,1520,135,2,10,no,0.6,854,no,1510,32,8,0.7,yes,963,yes,no,yes,3,8,low
1005,13,1418,157,1,4,yes,2.4,3845,yes,680,34,17,0.4,no,686,yes,yes,yes,2,15,high
1006,2,584,160,8,7,no,0.5,2361,yes,1186,21,4,0.4,yes,68,no,no,yes,8,17,low
1007,18,517,109,4,16,yes,2.4,3388,yes,1708,49,19,0.1,yes,233,yes,yes,yes,1,6,high
1008,1,1614,133,0,7,yes,1.9,3700,no,956,42,11,0.1,yes,403,no,no,yes,7,10,high
1009,9,917,104,9,10,no,2.1,3764,yes,1444,38,16,0.4,no,624,no,no,no,7,14,high
1010,0,1226,165,5,20,no,1.6,1026,yes,1331,16,7,0.5,no,1109,yes,no,yes,2,13,low
1011,0,793,153,1,16,yes,2.9,1066,no,765,18,0,0.1,no,6,no,yes,yes,7,11,very low
1012,0,1036,107,6,11,yes,1.7,2376,no,1405,8,7,0.3,no,284,no,no,no,4,19,medium
1013,8,690,126,12,13,no,0.6,3438,no,1954,7,9,0.9,yes,673,no,no,yes,3,17,high
1014,1,620,173,2,11,yes,2.8,2644,no,1342,50,8,0.1,no,127,yes,no,no,1,7,medium
1015,1,1399,178,5,13,no,0.7,558,yes,1273,23,14,0.6,no,485,no,no,yes,6,8,very low
1016,3,1869,163,13,14,yes,1.5,2343,yes,1775,41,7,0.1,no,1633,yes,no,yes,1,19,high
1017,3,1503,115,6,10,no,0.5,1882,no,1288,61,6,0.2,yes,988,yes,yes,yes,6,16,medium
1018,4,692,93,6,17,yes,1.6,2698,yes,1283,47,5,0.9,yes,372,no,no,yes,5,9,medium
1019,8,713,180,5,4,no,0.5,2056,no,1757,49,14,0.5,no,265,no,no,no,6,7,low
1020,9,884,151,11,8,no,0.7,751,no,882,28,16,0.2,yes,248,yes,yes,yes,6,19,very low
1021,2,747,123,7,2,no,0.7,3305,no,894,58,3,0.1,no,158,no,yes,yes,2,12,medium
1022,8,939,145,8,10,no,0.5,2674,yes,535,54,15,0.5,yes,710,no,yes,yes,8,14,medium
1023,6,1197,125,10,10,yes,1.2,3897,yes,1983,27,11,0.6,yes,370,yes,yes,yes,1,12,high
1024,2,1258,174,5,16,no,2.1,2521,yes,1306,33,9,0.4,yes,867,no,yes,yes,3,6,medium
1025,0,1937,157,8,10,no,0.6,2462,no,1572,58,8,0.2,no,1109,no,yes,yes,7,12,high
1026,0,818,185,3,17,yes,2.5,2182,no,1575,11,20,0.2,yes,492,no,yes,yes,7,7,medium
